Property.URL,Building.Class,Building.Size,Corridor,Lot.Size,No of Rooms,No..Stories,Parking.Ratio,Price,Price.Per.Room,Property.Subtype,Property Type,Property URL ,Sale.Type,Year.Built,Year.Built.Renovated,Building.Size.SF,Price.Numeric,Price.per.SF,Latitude,Longitude
3400-Dodge-St-Dubuque-IA30964680,B,"25,235 SF",Interior,1.18 AC,55,3,,,,Hotel,Hospitality,https://www.loopnet.com/Listing/3400-Dodge-St-Dubuque-IA/30964680/,Investment,1992,,25235,NA,NA,-90.716833,42.4916248
2809-4th-Ave-S-Clear-Lake-IA30186366,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/2809-4th-Ave-S-Clear-Lake-IA/30186366/,,NA,,NA,NA,NA,-93.3543599,43.1328458
3530-Westown-Pky-West-Des-Moines-IA29023736,C,"40,625 SF",Interior,4.23 AC,100,2,"4.78/1,000 SF","$5,000,000 ","$50,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3530-Westown-Pky-West-Des-Moines-IA/29023736/,Investment,NA,1973/1999,40625,5.00E+06,123.08,-93.7679137,41.5914898
244-E-Long-St-Dighton-KS31049391,C,"13,320 SF",Interior,0.26 AC,35,2,"1.88/1,000 SF","$199,900 ","$5,711 ",Hotel,Hospitality,https://www.loopnet.com/Listing/244-E-Long-St-Dighton-KS/31049391/,Investment,1917,,13320,199900,15.01,-100.464464,38.481898
7335-E-Kellogg-Dr-Wichita-KS29786330,C,"58,103 SF",Interior,2.06 AC,97,7,"0.83/1,000 SF","$4,000,000 ","$41,237 ",Hotel,Hospitality,https://www.loopnet.com/Listing/7335-E-Kellogg-Dr-Wichita-KS/29786330/,Investment,1954,,58103,4.00E+06,68.84,-97.250457,37.6782788
1225-S-Fossil-St-Russell-KS30935808,B,"16,776 SF",Exterior,1.30 AC,47,2,"5.54/1,000 SF","$1,550,000 ","$32,979 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1225-S-Fossil-St-Russell-KS/30935808/,Investment,1984,,16776,1550000,92.39,-98.8535488,38.8674329
830-W-Highway-24-Goodland-KS31006133,C,"50,000 SF",Exterior,2.99 AC,67,2,"2.02/1,000 SF","$695,000 ","$10,373 ",Hotel,Hospitality,https://www.loopnet.com/Listing/830-W-Highway-24-Goodland-KS/31006133/,Investment,1964,,50000,695000,13.9,-101.7226071,39.3375475
658-S-Westdale-Dr-Wichita-KS27636411,C,"28,062 SF",Interior,0.93 AC,50,3,"3.21/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/658-S-Westdale-Dr-Wichita-KS/27636411/,Investment,NA,1983/2002,28062,NA,NA,-97.3995693,37.6750175
1401-W-US-Highway-54-Pratt-KS30520460,C,"32,000 SF",Interior,5.20 AC,67,2,"3.75/1,000 SF","$1,100,000 ","$16,418 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1401-W-US-Highway-54-Pratt-KS/30520460/,Investment,1981,,32000,1100000,34.38,-98.7562913,37.6432884
201-Continental-Dr-Junction-City-KS30896649,C,"21,600 SF",Exterior,1.50 AC,47,2,"4.44/1,000 SF","$800,000 ","$17,021 ",Hotel,Hospitality,https://www.loopnet.com/Listing/201-Continental-Dr-Junction-City-KS/30896649/,Investment,NA,1970/2017,21600,8.00E+05,37.04,-96.8015259,39.0301219
11001-Woodson-Ave-Overland-Park-KS30029741,B,"99,666 SF",Interior,3.15 AC,168,6,"1.76/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/11001-Woodson-Ave-Overland-Park-KS/30029741/,Investment,1999,,99666,NA,NA,-94.6527061,38.9288459
1931-Lacy-Dr-Junction-City-KS30078107,C,"24,843 SF",Interior,1.89 AC,60,3,"2.62/1,000 SF","$1,945,000 ","$32,417 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1931-Lacy-Dr-Junction-City-KS/30078107/,Investment,NA,1999/2023,24843,1945000,78.29,-96.8647951,39.000424
740-E-Pancake-Blvd-Liberal-KS30308510,C,"24,740 SF",Exterior,2.41 AC,55,2,"2.83/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/740-E-Pancake-Blvd-Liberal-KS/30308510/,Investment,NA,1979/2016,24740,NA,NA,-100.905911,37.036471
1133-S-Washington-St-Junction-City-KS30628252,C,"31,400 SF",Exterior,1.63 AC,81,2,"1.62/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/1133-S-Washington-St-Junction-City-KS/30628252/,Investment,NA,1963/2023,31400,NA,NA,-96.8342101,39.0095099
2309-Iowa-St-Lawrence-KS30856964,C,"23,070 SF",Interior,2.80 AC,99,1,"8.67/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/2309-Iowa-St-Lawrence-KS/30856964/,Investment,1996,,23070,NA,NA,-95.2618326,38.9422403
400-Main-St-Parsons-KS30930565,C,"40,000 SF",Exterior,5.10 AC,75,2,"1.72/1,000 SF","$850,000 ","$11,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/400-Main-St-Parsons-KS/30930565/,Investment,1973,,40000,850000,21.25,-88.1199021,35.6499196
9725-Lenexa-Dr-Lenexa-KS30086181,B,"15,388 SF",Exterior,2.67 AC,120,2,"5.01/1,000 SF","$4,200,000 ","$35,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/9725-Lenexa-Dr-Lenexa-KS/30086181/,Investment,1981,,15388,4200000,272.94,-94.7350223,38.9519654
3404-Vine-St-Hays-KS30907561,C,"32,636 SF",Exterior,2.40 AC,87,2,"2.97/1,000 SF","$1,200,000 ","$13,793 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3404-Vine-St-Hays-KS/30907561/,Investment,1974,,32636,1200000,36.77,-99.3162046,38.895008
2519-Enterprise-Rd-Goodland-KS30725360,B,"25,672 SF",Interior,1.60 AC,49,2,"1.99/1,000 SF","$2,450,000 ","$50,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2519-Enterprise-Rd-Goodland-KS/30725360/,Investment,1997,,25672,2450000,95.43,-101.7255787,39.329801
1620-SW-Westport-Dr-Topeka-KS30295671,B,"47,685 SF",Interior,3.12 AC,66,1,"1.89/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/1620-SW-Westport-Dr-Topeka-KS/30295671/,Investment,1995,,47685,NA,NA,-95.7580836,39.0369795
3183-W-US-Highway-50-Emporia-KS29651847,C,"21,182 SF",Exterior,2.30 AC,45,2,"4.15/1,000 SF","$1,400,000 ","$31,111 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3183-W-US-Highway-50-Emporia-KS/29651847/,Investment,NA,1969/2011,21182,1400000,66.09,-96.2246745,38.4106188
2000-E-Wyatt-Earp-Blvd-Dodge-City-KS31082986,C,"10,048 SF",Exterior,2.08 AC,24,1,"1.07/1,000 SF","$1,300,000 ","$54,167 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2000-E-Wyatt-Earp-Blvd-Dodge-City-KS/31082986/,Investment,1980,,10048,1300000,129.38,-99.9886264,37.752491
207-Cross-St-Burlington-KS30853278,C,"9,750 SF",Interior,1.50 AC,24,2,"2.79/1,000 SF","$550,000 ","$22,917 ",Hotel,Hospitality,https://www.loopnet.com/Listing/207-Cross-St-Burlington-KS/30853278/,Investment,1996,,9750,550000,56.41,-79.410013,36.0960115
1807-Harding-Dr-Parsons-KS30664476,B,"26,392 SF",Interior,5.00 AC,50,2,"0.57/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/1807-Harding-Dr-Parsons-KS/30664476/,Investment,2008,,26392,NA,NA,-95.2627631,37.3658633
1315-E-11th-Ave-Hutchinson-KS29208189,C,"20,000 SF",Exterior,0.99 AC,45,2,"2.1/1,000 SF","$990,000 ","$22,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1315-E-11th-Ave-Hutchinson-KS/29208189/,Investment,NA,1985/2021,20000,990000,49.5,-97.9044372,38.0644659
1901-E-1st-St-Pratt-KS27419036,B,"20,000 SF",Exterior,1.80 AC,44,2,"2.5/1,000 SF","$875,000 ","$19,886 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1901-E-1st-St-Pratt-KS/27419036/,Investment,1983,,20000,875000,43.75,-98.7148251,37.6450493
1550-Owenton-Rd-Corinth-KY30724618,C,"9,063 SF",Exterior,1.10 AC,13,1,"5/1,000 SF","$1,250,000 ","$96,154 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1550-Owenton-Rd-Corinth-KY/30724618/,Investment,NA,1968/2020,9063,1250000,137.92,-84.5891298,38.4887964
9040-US-Highway-60-W-Lewisport-KY29475542,C,"22,000 SF",Interior,2.54 AC,44,2,"2.18/1,000 SF","$1,550,000 ","$35,227 ",Hotel,Hospitality,https://www.loopnet.com/Listing/9040-US-Highway-60-W-Lewisport-KY/29475542/,Investment,1997,,22000,1550000,70.45,-86.9035119,37.9197821
105-Commercial-Dr-Harrodsburg-KY29651852,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/105-Commercial-Dr-Harrodsburg-KY/29651852/,,NA,,NA,NA,NA,-84.8438827,37.7770225
180-Willabrook-Dr-Brooks-KY29718014,B,"34,740 SF",Interior,1.82 AC,64,3,,,,Hotel,Hospitality,https://www.loopnet.com/Listing/180-Willabrook-Dr-Brooks-KY/29718014/,Investment,NA,1998/2019,34740,NA,NA,-85.7039425,38.0628164
790-McSwain-Branch-Rd-Irvine-KY26216112,B,"6,185 SF",Interior,290.00 AC,4,1,,"$2,850,000 ","$712,500 ",Hotel,Hospitality,https://www.loopnet.com/Listing/790-McSwain-Branch-Rd-Irvine-KY/26216112/,Investment,1980,,6185,2850000,460.79,-84.0435672,37.6215411
634-W-Main-St-Lebanon-KY26596797,F,"7,151 SF",Exterior,0.88 AC,19,1,"2.02/1,000 SF","$150,000 ","$7,895 ",Hotel,Hospitality,https://www.loopnet.com/Listing/634-W-Main-St-Lebanon-KY/26596797/,Investment,1950,,7151,150000,20.98,-86.3073537,36.2093155
9400-Blairwood-Rd-Louisville-KY29506535,C,"85,813 SF",Exterior,1.97 AC,100,3,"2.8/1,000 SF","$7,000,000 ","$70,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/9400-Blairwood-Rd-Louisville-KY/29506535/,Investment,1991,,85813,7.00E+06,81.57,-85.5814121,38.225485
1735-Stewart-Ave-Louisville-KY29744331,C,"24,102 SF",Interior,1.17 AC,46,3,"2.4/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/1735-Stewart-Ave-Louisville-KY/29744331/,Investment,2004,,24102,NA,NA,-85.814566,38.1802965
11251-Highway-90-Parkers-Lake-KY25343666,C,"26,000 SF",Exterior,28.23 AC,50,2,"5.23/1,000 SF","$2,650,000 ","$53,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/11251-Highway-90-Parkers-Lake-KY/25343666/,Investment,NA,1961/2020,26000,2650000,101.92,-84.3504982,36.8347549
103-W-2nd-St-Augusta-KY29069004,C,"7,780 SF",Interior,0.29 AC,10,2,"1.16/1,000 SF","$1,198,750 ","$119,875 ",Hotel,Hospitality,https://www.loopnet.com/Listing/103-W-2nd-St-Augusta-KY/29069004/,Investment,1960,,7780,1198750,154.08,-84.0083352,38.7735392
1561-Highway-55-South-Rd-Columbia-KY30499592,B,"1,890 SF",Exterior,3.91 AC,10,1,,"$745,000 ","$74,500 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1561-Highway-55-South-Rd-Columbia-KY/30499592/,Investment,2013,,1890,745000,394.18,-81.0348144,34.0007104
635-College-St-Bowling-Green-KY30975314,A,"15,928 SF",Interior,0.25 AC,8,4,"0.57/1,000 SF","$3,850,000 ","$481,250 ",Hotel,Hospitality,https://www.loopnet.com/Listing/635-College-St-Bowling-Green-KY/30975314/,Investment,2015,,15928,3850000,241.71,-86.4389345,36.9958138
5001-Hinkleville-Rd-Paducah-KY26006887,C,"5,300 SF",Exterior,1.19 AC,39,2,"10/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/5001-Hinkleville-Rd-Paducah-KY/26006887/,Investment,NA,1985/2018,5300,NA,NA,-88.6829525,37.0792846
30-Louis-Prima-Dr-Covington-LA29714577,B,"38,246 SF",Interior,1.30 AC,75,3,"1.78/1,000 SF","$7,000,000 ","$93,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/30-Louis-Prima-Dr-Covington-LA/29714577/,Investment,2001,,38246,7.00E+06,183.03,-90.0808744,30.4385449
206-S-Franklin-St-Bastrop-LA29743148,C,"11,760 SF",Exterior,0.87 AC,32,2,"2.89/1,000 SF","$1,300,000 ","$40,625 ",Hotel,Hospitality,https://www.loopnet.com/Listing/206-S-Franklin-St-Bastrop-LA/29743148/,Investment,NA,1960/2021,11760,1300000,110.54,-91.9137022,32.776574
56460-Frank-Pichon-Rd-Slidell-LA28032091,B,"35,789 SF",Interior,1.00 AC,81,3,"1.4/1,000 SF","$10,900,000 ","$134,568 ",Hotel,Hospitality,https://www.loopnet.com/Listing/56460-Frank-Pichon-Rd-Slidell-LA/28032091/,Investment,1998,,35789,10900000,304.56,-89.7648895,30.2471452
5020-Hollywood-Ave-Shreveport-LA30401074,B,"47,160 SF",Interior,1.00 AC,86,3,"1.93/1,000 SF","$4,450,000 ","$51,744 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5020-Hollywood-Ave-Shreveport-LA/30401074/,Investment,NA,2008/2017,47160,4450000,94.36,-93.8254996,32.457228
1531-W-Laurel-Ave-Eunice-LA30793366,C,"20,800 SF",Exterior,1.74 AC,35,2,,"$2,500,000 ","$71,429 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1531-W-Laurel-Ave-Eunice-LA/30793366/,Investment,1995,,20800,2500000,120.19,-92.4311804,30.4945114
3801-Halsey-St-Alexandria-LA29068520,C,"32,263 SF",Exterior,1.71 AC,86,2,"1.8/1,000 SF","$3,495,000 ","$40,640 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3801-Halsey-St-Alexandria-LA/29068520/,Investment,NA,1996/2023,32263,3495000,108.33,-92.4705568,31.2784819
519-Frenchmen-St-New-Orleans-LA30587636,B,"15,944 SF",Interior,0.29 AC,19,3,"0.74/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/519-Frenchmen-St-New-Orleans-LA/30587636/,Investment,NA,1968/2011,15944,NA,NA,-90.0574896,29.9631553
2031-Egret-St-Cameron-LA30901237,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/2031-Egret-St-Cameron-LA/30901237/,,NA,,NA,NA,NA,-93.4462724,29.7696367
2915-LA-14-New-Iberia-LA30323090,C,"65,000 SF",Exterior,6.49 AC,160,2,"3.81/1,000 SF","$3,300,000 ","$20,625 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2915-LA-14-New-Iberia-LA/30323090/,Investment,1977,,65000,3300000,50.77,-91.8560312,29.9843856
3020-Colony-Blvd-Leesville-LA30666642,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/3020-Colony-Blvd-Leesville-LA/30666642/,,NA,,NA,NA,NA,-93.260998,31.1435194
5204-Monkhouse-Dr-Shreveport-LA28440910,C,"62,316 SF",Interior,2.15 AC,146,3,"2.41/1,000 SF","$2,750,000 ","$18,836 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5204-Monkhouse-Dr-Shreveport-LA/28440910/,Investment,NA,1986/2011,62316,2750000,44.13,-93.8276293,32.4582215
1008-Sampson-St-Westlake-LA30144205,B,"50,000 SF",Interior,3.74 AC,69,3,"1.66/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/1008-Sampson-St-Westlake-LA/30144205/,Investment,NA,2016/2018,50000,NA,NA,-93.2569881,30.2461522
135-Snider-Rd-Delhi-LA31060718,C,"18,250 SF",Exterior,3.00 AC,44,2,"3.18/1,000 SF","$2,100,000 ","$47,727 ",Hotel,Hospitality,https://www.loopnet.com/Listing/135-Snider-Rd-Delhi-LA/31060718/,Investment,NA,1983/2016,18250,2100000,115.07,-91.4931736,32.4576421
2829-Williams-Blvd-Kenner-LA30152207,B,"406,062 SF",Interior,8.19 AC,232,5,"0.61/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/2829-Williams-Blvd-Kenner-LA/30152207/,Investment,NA,1974/2023,406062,NA,NA,-90.2420393,30.0084029
2724-NE-Evangeline-Lafayette-LA30966136,C,"37,178 SF",Exterior,2.86 AC,66,2,"0.54/1,000 SF","$3,399,000 ","$51,500 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2724-NE-Evangeline-Lafayette-LA/30966136/,Investment,1986,,37178,3399000,91.43,-92.0198427,30.2240897
1245-E-Prien-Lake-Rd-Lake-Charles-LA30240103,B,"46,696 SF",Interior,1.66 AC,69,4,"1.67/1,000 SF","$9,250,000 ","$134,058 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1245-E-Prien-Lake-Rd-Lake-Charles-LA/30240103/,Investment,NA,2016/2020,46696,9250000,198.09,-93.2034288,30.198738
700-Main-St-Hackberry-LA31082339,C,"40,000 SF",Interior,2.65 AC,62,3,"1.68/1,000 SF","$7,500,000 ","$120,968 ",Hotel,Hospitality,https://www.loopnet.com/Listing/700-Main-St-Hackberry-LA/31082339/,Investment,2017,,40000,7500000,187.5,-93.3568793,29.9941567
1726-Prytania-St-New-Orleans-LA30829705,C,"6,025 SF",Interior,0.16 AC,10,3,,"$1,950,000 ","$195,000 ",Bed and Breakfast,Hospitality,https://www.loopnet.com/Listing/1726-Prytania-St-New-Orleans-LA/30829705/,Investment,NA,1846/2006,6025,1950000,323.65,-90.0753858,29.9362501
2115-Charity-St-Abbeville-LA30673906,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/2115-Charity-St-Abbeville-LA/30673906/,,NA,,NA,NA,NA,-92.112847,29.9734009
372-Voters-Rd-Slidell-LA30624283,B,"45,500 SF",Interior,2.53 AC,91,3,"2.35/1,000 SF","$7,800,000 ","$85,714 ",Hotel,Hospitality,https://www.loopnet.com/Listing/372-Voters-Rd-Slidell-LA/30624283/,Investment,2002,,45500,7800000,171.43,-89.7611314,30.2487574
234-Lobdell-Hwy-S-Port-Allen-LA31116440,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/234-Lobdell-Hwy-S-Port-Allen-LA/31116440/,,NA,,NA,NA,NA,-91.2466166,30.4491901
1251-E-Laurel-Ave-Eunice-LA30793391,B,"21,520 SF",Interior,0.90 AC,39,2,"0.6/1,000 SF","$2,000,000 ","$51,282 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1251-E-Laurel-Ave-Eunice-LA/30793391/,Investment,1980,,21520,2.00E+06,92.94,-92.4006108,30.4944383
68700-Highway-190-Service-Rd-Covington-LA29879954,B,"31,806 SF",Interior,1.60 AC,72,2,"2.04/1,000 SF","$7,800,000 ","$108,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/68700-Highway-190-Service-Rd-Covington-LA/29879954/,Investment,2001,,31806,7800000,245.24,-90.0801154,30.4292121
1604-N-University-Ave-Lafayette-LA31027210,C,"22,000 SF",Exterior,1.29 AC,48,1,,"$850,000 ","$17,708 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1604-N-University-Ave-Lafayette-LA/31027210/,Investment,1990,,22000,850000,38.64,-92.034035,30.250541
777-3-Mile-Rd-NW-Walker-MI29962268,C,"27,076 SF",Exterior,1.75 AC,102,2,"1.85/1,000 SF","$6,500,000 ","$63,725 ",Hotel,Hospitality,https://www.loopnet.com/Listing/777-3-Mile-Rd-NW-Walker-MI/29962268/,Investment,1979,,27076,6500000,240.07,-85.6882398,43.0146746
31811-Little-Mack-Ave-Roseville-MI29607936,C,"40,854 SF",Exterior,3.94 AC,111,1,"2.35/1,000 SF","$4,500,000 ","$40,541 ",Hotel,Hospitality,https://www.loopnet.com/Listing/31811-Little-Mack-Ave-Roseville-MI/29607936/,Investment,1980,,40854,4500000,110.15,-82.9100235,42.5300295
1401-E-Ellis-Rd-Muskegon-MI30672998,C,"45,088 SF",Interior,2.23 AC,81,4,"1.92/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/1401-E-Ellis-Rd-Muskegon-MI/30672998/,Investment,1999,,45088,NA,NA,-86.2107398,43.1608255
31500-Wick-Rd-Romulus-MI30308304,B,"260,885 SF",Interior,9.17 AC,271,4,"1.28/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/31500-Wick-Rd-Romulus-MI/30308304/,Investment,NA,1980/2021,260885,NA,NA,-83.3482996,42.2390521
127-Oneida-Dr-Houghton-Lake-MI29659010,C,"4,000 SF",Exterior,1.48 AC,8,1,"5/1,000 SF","$1,409,000 ","$176,125 ",Hotel,Hospitality,https://www.loopnet.com/Listing/127-Oneida-Dr-Houghton-Lake-MI/29659010/,Investment,1947,,4000,1409000,352.25,-84.6755757,44.3419988
2967-Henry-St-Muskegon-MI28040669,C,"55,800 SF",Interior,3.61 AC,111,4,"1.98/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/2967-Henry-St-Muskegon-MI/28040669/,Investment,NA,1971/2007,55800,NA,NA,-86.2643387,43.1984819
27644-C-Dr-N-Albion-MI31112730,B,"36,059 SF",Interior,6.20 AC,62,2,"4.16/1,000 SF","$2,500,000 ","$40,323 ",Hotel,Hospitality,https://www.loopnet.com/Listing/27644-C-Dr-N-Albion-MI/31112730/,Investment,1967,,36059,2500000,69.33,-84.7611781,42.2651424
230-Wellington-St-Traverse-City-MI28875867,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/230-Wellington-St-Traverse-City-MI/28875867/,,NA,,NA,NA,NA,-85.6138931,44.7619595
461-Munson-Ave-Traverse-City-MI26156351,B,"32,711 SF",Interior,1.90 AC,63,2,"2.13/1,000 SF","$8,490,000 ","$134,762 ",Hotel,Hospitality,https://www.loopnet.com/Listing/461-Munson-Ave-Traverse-City-MI/26156351/,Investment,NA,1995/2013,32711,8490000,259.55,-85.5787562,44.7592229
2222-Tittabawassee-Rd-Saginaw-MI30726704,B,"51,356 SF",Interior,2.92 AC,104,2,"1.95/1,000 SF","$4,200,000 ","$40,385 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2222-Tittabawassee-Rd-Saginaw-MI/30726704/,Investment,NA,1990/2012,51356,4200000,81.78,-83.9601489,43.4813434
4612-N-US-Highway-31-N-Traverse-City-MI26156387,B,"12,400 SF",Exterior,0.84 AC,26,3,"2.82/1,000 SF","$3,900,000 ","$150,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4612-N-US-Highway-31-N-Traverse-City-MI/26156387/,Investment,NA,1995/2022,12400,3900000,314.52,-85.5271066,44.7472121
1445-W-Chicago-Blvd-Tecumseh-MI28452806,C,"25,883 SF",Exterior,1.67 AC,64,2,"1.74/1,000 SF","$1,800,000 ","$28,125 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1445-W-Chicago-Blvd-Tecumseh-MI/28452806/,Investment,NA,1964/1978,25883,1800000,69.54,-83.9682896,42.0075054
33494-S-Maxton-Rd-Drummond-Island-MI26059907,B,"82,510 SF",Exterior,"1,450.92 AC",55,2,"0.33/1,000 SF","$6,900,000 ","$125,455 ",Hotel,Hospitality,https://www.loopnet.com/Listing/33494-S-Maxton-Rd-Drummond-Island-MI/26059907/,Investment,NA,1989/2017,82510,6900000,83.63,-83.6884191,46.0179611
750-US-Highway-2-W-Saint-Ignace-MI30840247,C,"24,931 SF",Exterior,4.50 AC,42,2,"1.2/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/750-US-Highway-2-W-Saint-Ignace-MI/30840247/,Investment,1995,,24931,NA,NA,-84.7223562,45.8585902
1520-Mount-Garfield-Rd-Norton-Shores-MI30673003,B,"47,319 SF",Interior,1.99 AC,83,3,"2.04/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/1520-Mount-Garfield-Rd-Norton-Shores-MI/30673003/,Investment,2003,,47319,NA,NA,-86.2079478,43.1474211
Days-Inn-Quality-Inn-Suites-Ann-Arbor30808921,,,,,NA,NA,,"$9,000,000 ",,,,https://www.loopnet.com/Listing/Days-Inn-Quality-Inn-Suites-Ann-Arbor/30808921/,Investment or Owner User,NA,,NA,9.00E+06,NA,-83.7430378,42.2808256
4909-Salling-Rd-Lewiston-MI28110115,C,"43,044 SF",Exterior,5.00 AC,50,1,"1.74/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/4909-Salling-Rd-Lewiston-MI/28110115/,Investment,NA,1977/2003,43044,NA,NA,-84.294744,44.8830633
16400-JL-Hudson-Dr-Southfield-MI25168823,C,"272,000 SF",Interior,9.50 AC,420,14,"1.91/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/16400-JL-Hudson-Dr-Southfield-MI/25168823/,Investment,1974,,272000,NA,NA,-83.2112747,42.45345
8500-Wickham-Rd-Romulus-MI30690027,C,"44,008 SF",Exterior,3.93 AC,121,1,"2.3/1,000 SF","$4,500,000 ","$37,190 ",Hotel,Hospitality,https://www.loopnet.com/Listing/8500-Wickham-Rd-Romulus-MI/30690027/,Investment,1985,,44008,4500000,102.25,-83.3480893,42.2430654
3881-E-Houghton-Lake-Dr-Houghton-Lake-MI29921023,C,"3,500 SF",Exterior,0.38 AC,6,2,,"$549,900 ","$91,650 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3881-E-Houghton-Lake-Dr-Houghton-Lake-MI/29921023/,Investment,1945,,3500,549900,157.11,-84.6719207,44.3407974
1200-Ashmun-St-Sault-Sainte-Marie-MI29822948,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/1200-Ashmun-St-Sault-Sainte-Marie-MI/29822948/,,NA,,NA,NA,NA,-84.3539485,46.4890577
255-28th-St-SW-Grand-Rapids-MI31072019,C,"97,608 SF",Interior,4.00 AC,75,5,"4.3/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/255-28th-St-SW-Grand-Rapids-MI/31072019/,Investment,NA,1969/2010,97608,NA,NA,-85.6727657,42.914156
1885-Welcome-Way-Monroe-MI28251650,C,"33,414 SF",Exterior,3.33 AC,89,1,"1.8/1,000 SF","$3,700,000 ","$41,573 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1885-Welcome-Way-Monroe-MI/28251650/,Investment,NA,1978/2022,33414,3700000,110.73,-83.3553125,41.929482
121-Park-Ave-S-Saint-Cloud-MN16130207,C,"37,226 SF",Interior,2.00 AC,68,3,"1.37/1,000 SF","$3,600,000 ","$52,941 ",Hotel,Hospitality,https://www.loopnet.com/Listing/121-Park-Ave-S-Saint-Cloud-MN/16130207/,Investment,1997,,37226,3600000,96.71,-94.2093958,45.5511753
2007-Highway-71-N-Jackson-MN29520543,C,"32,009 SF",Interior,6.62 AC,41,1,"3.97/1,000 SF","$1,200,000 ","$29,268 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2007-Highway-71-N-Jackson-MN/29520543/,Investment,1977,,32009,1200000,37.49,-94.9960652,43.6429516
814-American-Blvd-E-Bloomington-MN30935715,C,"120,916 SF",Interior,2.19 AC,142,4,"0.99/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/814-American-Blvd-E-Bloomington-MN/30935715/,Investment,1984,,120916,NA,NA,-93.262213,44.860556
340-Cedar-St-Saint-Paul-MN18846321,B,"170,000 SF",Interior,0.34 AC,56,13,,,,Hotel,Hospitality,https://www.loopnet.com/Listing/340-Cedar-St-Saint-Paul-MN/18846321/,Investment,1917,,170000,NA,NA,-93.0924158,44.9459025
809-E-Cedar-St-Houston-MN28260480,B,"9,300 SF",Interior,0.72 AC,14,2,,"$580,000 ","$41,429 ",Hotel,Hospitality,https://www.loopnet.com/Listing/809-E-Cedar-St-Houston-MN/28260480/,Investment,2005,,9300,580000,62.37,-95.3698028,29.7604267
